"Código","Município","UF","Nível de Aprendizagem (Português | 5º ano | 2015)","Faixa de Aprendizagem (Português | 5º ano | 2015)","Nível de Desigualdade por Raça (Português | 5º ano | 2015)","Faixa de Desigualdade por Raça (Português | 5º ano | 2015)","Nível de Aprendizagem (Matemática | 5º ano | 2015)","Faixa de Aprendizagem (Matemática | 5º ano | 2015)","Nível de Desigualdade por Raça (Matemática | 5º ano | 2015)","Faixa de Desigualdade por Raça (Matemática | 5º ano | 2015)"
"3112802","Capitólio","MG","-0.163615261319157","Alta","-0.760180840513373","Desigualdade alta","-0.187675168144552","Alta","-0.723536460871482","Desigualdade alta"
"3112901","Caputira","MG","-0.546411963846742","Médio-alta","-0.795007075209754","Desigualdade alta","-0.626791557993752","Média","-0.973634937618398","Desigualdade extrema"
"3113008","Caraí","MG","-0.568400867024143","Médio-alta","-0.306250102080472","Desigualdade","-0.555647685625047","Médio-alta","-0.276113982689078","Desigualdade"
"3113107","Caranaíba","MG","-0.510118724083048","Médio-alta","0.000698664443154801","Equidade","-0.733383988796362","Média","-0.865048847625669","Desigualdade alta"
"3113206","Carandaí","MG","-0.123015696781785","Alta","-0.559837738997674","Desigualdade alta","-0.156834430387263","Alta","-0.724286329032119","Desigualdade alta"
"3113305","Carangola","MG","-0.379445352530042","Médio-alta","-0.338022894497889","Desigualdade","-0.583713218608484","Médio-alta","-0.327976149487147","Desigualdade"
"3113404","Caratinga","MG","-0.164660211432573","Alta","-0.181414057939977","Desigualdade","-0.250624202137187","Alta","-0.229268631607504","Desigualdade"
"3113503","Carbonita","MG","-0.450188935607679","Médio-alta","-0.436870801885778","Desigualdade","-0.545969475035084","Médio-alta","-0.917774201658327","Desigualdade alta"
"3113602","Careaçu","MG","-0.534729749658484","Médio-alta","-0.71707701763978","Desigualdade alta","-0.634524533107132","Média","-1.18492190318298","Desigualdade extrema"
"3113701","Carlos Chagas","MG","-0.346223847947793","Médio-alta","-0.273213805050441","Desigualdade","-0.614843345284675","Média","-0.403971551694841","Desigualdade"
"3113800","Carmésia","MG","-0.762094161315798","Média","-0.729324505283652","Desigualdade alta","-0.851058271630088","Média","-0.780469380785847","Desigualdade alta"
"3113909","Carmo da Cachoeira","MG","-0.263267064619707","Alta","-0.425818239417432","Desigualdade","-0.350218752364482","Médio-alta","-0.397607909181357","Desigualdade"
"3114006","Carmo da Mata","MG","-0.223502714922089","Alta","-0.648128388085253","Desigualdade alta","-0.241577835626082","Alta","-0.684928099839587","Desigualdade alta"
"3114105","Carmo de Minas","MG","-0.16775984413795","Alta","-0.747789461345452","Desigualdade alta","-0.232519158249259","Alta","-0.944429408736731","Desigualdade extrema"
"3114204","Carmo do Cajuru","MG","-0.169475467568697","Alta","-0.413541815917022","Desigualdade","-0.227497892362968","Alta","-0.558468531170568","Desigualdade alta"
"3114303","Carmo do Paranaíba","MG","-0.0739433387241603","Alta","-0.382544014141795","Desigualdade","-0.105160145954429","Alta","-0.324514651896103","Desigualdade"
"3114402","Carmo do Rio Claro","MG","-0.15869272503091","Alta","-0.70377053300229","Desigualdade alta","-0.220435357995865","Alta","-0.685163053202516","Desigualdade alta"
"3114501","Carmópolis de Minas","MG","-0.151300660596116","Alta","-0.907362777500106","Desigualdade extrema","-0.202712492895108","Alta","-1.05357338340131","Desigualdade extrema"
"3114550","Carneirinho","MG","-0.370143183772313","Médio-alta","-0.855571747418","Desigualdade alta","-0.656048338934887","Média","-0.671042970261587","Desigualdade alta"
"3114600","Carrancas","MG","-0.490833279779925","Médio-alta","-0.806753700915829","Desigualdade alta","-0.423081058550929","Médio-alta","-0.527836868415201","Desigualdade"
"3114709","Carvalhópolis","MG","0.342219053570796","Alta","-0.798209503561793","Desigualdade alta","0.359200054972874","Alta","-0.919500858357722","Desigualdade alta"
"3114808","Carvalhos","MG","-0.400102195260449","Médio-alta","-0.619187876556087","Desigualdade alta","-0.390557950487594","Médio-alta","-0.807744527176245","Desigualdade alta"
"3114907","Casa Grande","MG","-0.53391214801513","Médio-alta","-0.592149559717002","Desigualdade alta","-0.528944717207376","Médio-alta","-0.620993395611536","Desigualdade alta"
"3115003","Cascalho Rico","MG","-0.334461051880705","Médio-alta","-0.963856010504444","Desigualdade extrema","-0.558711004965734","Médio-alta","-0.637846029575367","Desigualdade alta"
"3115102","Cássia","MG","-0.207595791281749","Alta","-0.522835710156698","Desigualdade","-0.197243041542781","Alta","-0.69529170018603","Desigualdade alta"
"3115201","Conceição da Barra de Minas","MG","-0.31962941427337","Médio-alta","-0.00262734586169896","Desigualdade","-0.381687550779189","Médio-alta","-0.625468996547483","Desigualdade alta"
"3115300","Cataguases","MG","-0.198263553002717","Alta","-0.288042118648468","Desigualdade","-0.324777428915564","Médio-alta","-0.423578958871905","Desigualdade"
"3115359","Catas Altas","MG","-0.40728065538042","Médio-alta","-0.00225152986595068","Desigualdade","-0.419927191948719","Médio-alta","-0.656097355082147","Desigualdade alta"
"3115409","Catas Altas da Noruega","MG","-0.844136772867551","Média","-0.00163104116808181","Desigualdade","-0.903894932629709","Média","-0.67076416847104","Desigualdade alta"
"3115458","Catuji","MG","-0.606709814733846","Média","0.0000617698696281426","Equidade","-0.666721629671568","Média","0.0037037326552165","Situações atípicas"
"3115474","Catuti","MG","-0.632439813158439","Média","0.00000642309420856814","Equidade","-0.795358705492714","Média","-0.00132558985555673","Equidade"
"3115508","Caxambu","MG","-0.309209318029373","Médio-alta","-0.439270330370608","Desigualdade","-0.404083910603652","Médio-alta","-0.299221492515412","Desigualdade"
"3115607","Cedro do Abaeté","MG","-0.580129709027788","Médio-alta","-0.980493755350749","Desigualdade extrema","-0.664321860958286","Média","-0.69548085800499","Desigualdade alta"
"3115706","Central de Minas","MG","-0.324687723628643","Médio-alta","-0.000885654823390839","Equidade","-0.405633973914233","Médio-alta","-0.628735381334238","Desigualdade alta"
"3115805","Centralina","MG","-0.36974361022593","Médio-alta","-1.21623370675837","Desigualdade extrema","-0.369006455843764","Médio-alta","-0.0017667613941601","Desigualdade"
"3115904","Chácara","MG","-0.557426752253321","Médio-alta","0.827306248205223","Situações atípicas","-0.652228150641924","Média","-0.00432240627728241","Desigualdade"
"3116001","Chalé","MG","-0.616700024769067","Média","-1.00238335913736","Desigualdade extrema","-0.687128685486638","Média","-0.00217856780549612","Desigualdade"
"3116100","Chapada do Norte","MG","-0.62126097214699","Média","-0.000128425480278352","Equidade","-0.85307083867073","Média","-0.00256095556470479","Desigualdade"
"3116159","Chapada Gaúcha","MG","-0.389051576768122","Médio-alta","-0.964485475046073","Desigualdade extrema","-0.546188224827771","Médio-alta","-0.597911532835915","Desigualdade alta"
"3116308","Cipotânea","MG","-0.408273963781688","Médio-alta","-0.597069125548023","Desigualdade alta","-0.354884790523104","Médio-alta","-1.31935919295176","Desigualdade extrema"
"3116407","Claraval","MG","-0.364664085616168","Médio-alta","-0.778069506003468","Desigualdade alta","0.464891954386638","Alta","-0.811230553424884","Desigualdade alta"
"3116506","Claro dos Poções","MG","-0.383100211803956","Médio-alta","-0.543245992880601","Desigualdade alta","-0.637860484913383","Média","-0.605527437493326","Desigualdade alta"
"3116605","Cláudio","MG","-0.0709690168619966","Alta","-0.394791484525864","Desigualdade","-0.114085852147267","Alta","-0.409790339114137","Desigualdade"
"3116704","Coimbra","MG","-0.195966575791499","Alta","-1.23842876787247","Desigualdade extrema","-0.239039394341131","Alta","-0.863273290633066","Desigualdade alta"
"3116803","Coluna","MG","-0.279015621701477","Médio-alta","-7.5992343737624e-7","Equidade","-0.39576950666553","Médio-alta","1.0032315174106","Situações atípicas"
"3116902","Comendador Gomes","MG","-0.411663873793527","Médio-alta","-1.03028564835863","Desigualdade extrema","-0.85541643236026","Média","-1.19703319132978","Desigualdade extrema"
"3117009","Comercinho","MG","-0.759353577184078","Média","-0.743349130880898","Desigualdade alta","-0.798399968528217","Média","-0.85077730662869","Desigualdade alta"
"3117108","Conceição da Aparecida","MG","-0.0792188173065371","Alta","-1.04858252755786","Desigualdade extrema","0.161872209381732","Alta","-0.846287683828654","Desigualdade alta"
"3117207","Conceição das Pedras","MG","-0.586279736096674","Médio-alta","-1.27251162257891","Desigualdade extrema","-0.322828809408322","Médio-alta","-0.421528822023222","Desigualdade"
"3117306","Conceição das Alagoas","MG","-0.458876466360735","Médio-alta","-0.287542180720064","Desigualdade","-0.699647672715569","Média","-0.376912129532034","Desigualdade"
"3117504","Conceição do Mato Dentro","MG","-0.472080651977798","Médio-alta","-0.00000781275580675502","Equidade","-0.536549929904141","Médio-alta","-0.558379636696798","Desigualdade alta"
"3117603","Conceição do Pará","MG","-0.363677430719833","Médio-alta","-0.735226461352139","Desigualdade alta","-0.477947547909265","Médio-alta","-0.896072114586392","Desigualdade alta"
"3117702","Conceição do Rio Verde","MG","-0.440555426031921","Médio-alta","-0.681942003131651","Desigualdade alta","-0.509571290698655","Médio-alta","-0.785927765520998","Desigualdade alta"
"3117801","Conceição dos Ouros","MG","-0.164139451234764","Alta","-1.06330795860519","Desigualdade extrema","-0.187844594862633","Alta","-0.631329977224311","Desigualdade alta"
"3117836","Cônego Marinho","MG","-0.998081589419341","Média","-0.00174086316820488","Desigualdade","-1.1471699722707","Médio-baixa","-0.00311707865353716","Desigualdade"
"3117876","Confins","MG","-0.447642153339963","Médio-alta","-0.841961430953397","Desigualdade alta","-0.615292600864495","Média","-0.000569571548241798","Equidade"
"3117900","Congonhal","MG","-0.208949823167254","Alta","-0.907493259700315","Desigualdade extrema","-0.278391514285592","Médio-alta","-1.14530570243975","Desigualdade extrema"
"3118007","Congonhas","MG","-0.101025357486865","Alta","-0.163631323063404","Desigualdade","-0.143844590829897","Alta","-0.260738644728708","Desigualdade"
"3118106","Congonhas do Norte","MG","-0.493498915099394","Médio-alta","-0.679815561758438","Desigualdade alta","-0.620309660058118","Média","-0.827862977127008","Desigualdade alta"
"3118205","Conquista","MG","-0.44820781727449","Médio-alta","-1.04310904916378","Desigualdade extrema","-0.712509834585909","Média","-0.824831195710428","Desigualdade alta"
"3118304","Conselheiro Lafaiete","MG","-0.0490805918784142","Alta","-0.254655789116213","Desigualdade","-0.121966013422277","Alta","-0.247900612808057","Desigualdade"
"3118403","Conselheiro Pena","MG","-0.138420144989508","Alta","-0.392544410454963","Desigualdade","-0.227120778468082","Alta","-0.378103274343791","Desigualdade"
"3118502","Consolação","MG","-0.577769166992494","Médio-alta","-0.00334333785711802","Desigualdade","-0.547259674790854","Médio-alta","-0.82358756514685","Desigualdade alta"
"3118601","Contagem","MG","-0.238877195077501","Alta","-0.0676157777716312","Desigualdade","-0.428977800378519","Médio-alta","-0.0729847017329914","Desigualdade"
"3118700","Coqueiral","MG","-0.321242663853023","Médio-alta","-0.854253210972233","Desigualdade alta","-0.228044632335891","Alta","-0.793507940758961","Desigualdade alta"
"3118809","Coração de Jesus","MG","-0.185630633222128","Alta","-0.00296250328925041","Desigualdade","-0.252709999356296","Alta","-0.440820783180309","Desigualdade"
"3118908","Cordisburgo","MG","-0.367028509132126","Médio-alta","-0.00184672183965021","Desigualdade","-0.403077713132486","Médio-alta","-0.789372597172074","Desigualdade alta"
"3119005","Cordislândia","MG","-0.413118808874469","Médio-alta","0.0000892258945914591","Equidade","-0.512407516552989","Médio-alta","-0.0026786953976808","Desigualdade"
"3119104","Corinto","MG","-0.242633712715924","Alta","-0.285441275564568","Desigualdade","-0.312620311524333","Médio-alta","-0.00101451342117891","Equidade"
"3119203","Coroaci","MG","-0.53107526569282","Médio-alta","0.718144397365627","Situações atípicas","-0.617754351762757","Média","0.922851322858234","Situações atípicas"
"3119302","Coromandel","MG","-0.0686759881840298","Alta","-0.806853443496573","Desigualdade alta","-0.129743720389075","Alta","-0.768319768004911","Desigualdade alta"
"3119401","Coronel Fabriciano","MG","-0.197891063404638","Alta","-0.110016836934253","Desigualdade","-0.306261817388002","Médio-alta","-0.143781567913911","Desigualdade"
"3119500","Coronel Murta","MG","-0.355658730057342","Médio-alta","-0.748959963290429","Desigualdade alta","-0.393741524977054","Médio-alta","-0.671208199614406","Desigualdade alta"
"3119609","Coronel Pacheco","MG","-0.500388032479771","Médio-alta","-1.05807764390726","Desigualdade extrema","-0.506067155608839","Médio-alta","-0.855427270639266","Desigualdade alta"
"3119708","Coronel Xavier Chaves","MG","-0.201484839014895","Alta","-0.98979138442357","Desigualdade extrema","-0.272615088569602","Alta","-0.00175414799692978","Desigualdade"
"3119807","Córrego Danta","MG","-0.317471467041453","Médio-alta","-0.731219084914872","Desigualdade alta","-0.456774271671067","Médio-alta","-0.540408521779595","Desigualdade"
"3119906","Córrego do Bom Jesus","MG","-0.336083711154398","Médio-alta","-0.687178353273113","Desigualdade alta","-0.34953369923876","Médio-alta","-0.860000533495792","Desigualdade alta"
"3119955","Córrego Fundo","MG","-0.151617528270738","Alta","-0.811888372300638","Desigualdade alta","-0.239977499627195","Alta","-1.11888688012345","Desigualdade extrema"
"3120003","Córrego Novo","MG","-0.445391643784756","Médio-alta","-0.646039952394674","Desigualdade alta","-0.623318018051686","Média","-0.89058107042125","Desigualdade alta"
"3120102","Couto de Magalhães de Minas","MG","-0.56203764409567","Médio-alta","-0.786996923475339","Desigualdade alta","-0.874417505111622","Média","-0.00353648895237623","Desigualdade"
"3120151","Crisólita","MG","-0.820883950365974","Média","-0.757299264994245","Desigualdade alta","-0.93848249497146","Média","-0.802193309295131","Desigualdade alta"
"3120201","Cristais","MG","-0.246581673418044","Alta","-0.959654690571498","Desigualdade extrema","-0.280854870942471","Médio-alta","-1.78661961275745","Desigualdade extrema"
"3120300","Cristália","MG","-0.717703156010949","Média","0.000461650477313064","Equidade","-0.974994926057805","Média","-0.00031634962314104","Equidade"
"3120409","Cristiano Otoni","MG","-0.271764921862299","Alta","-0.529966908845898","Desigualdade","-0.379918303121535","Médio-alta","-0.755460165922584","Desigualdade alta"
"3120508","Cristina","MG","-0.194196965848313","Alta","-1.06834852014694","Desigualdade extrema","-0.357573892971914","Médio-alta","-1.42959253782493","Desigualdade extrema"
"3120607","Crucilândia","MG","-0.442906781675639","Médio-alta","-0.780462516541541","Desigualdade alta","-0.532183466400478","Médio-alta","-0.63502096728753","Desigualdade alta"
"3120706","Cruzeiro da Fortaleza","MG","-0.195684741978992","Alta","-0.743861710711447","Desigualdade alta","-0.251981152950442","Alta","-0.892131413270178","Desigualdade alta"
"3120805","Cruzília","MG","-0.139992928166289","Alta","-0.289957581002678","Desigualdade","-0.207132127121393","Alta","-0.580111655006742","Desigualdade alta"
"3120839","Cuparaque","MG","-0.484242529934871","Médio-alta","-0.661896663385068","Desigualdade alta","-0.672995135452509","Média","-0.792389218234033","Desigualdade alta"
"3120870","Curral de Dentro","MG","-0.511095381534412","Médio-alta","-0.000819317033389324","Equidade","-0.579786813477611","Médio-alta","-0.00270085098609116","Desigualdade"
"3120904","Curvelo","MG","-0.171433722184367","Alta","-0.118459827384543","Desigualdade","-0.247856606253368","Alta","-0.0891059780641812","Desigualdade"
"3121001","Datas","MG","-0.346628626106999","Médio-alta","-0.019173679539759","Desigualdade","-0.594381383776241","Médio-alta","-1.0200066962857","Desigualdade extrema"
"3121100","Delfim Moreira","MG","-0.215259205632228","Alta","-0.694708754413572","Desigualdade alta","-0.305436107453003","Médio-alta","-0.904450649575271","Desigualdade alta"
"3121209","Delfinópolis","MG","-0.18593075141478","Alta","-0.894345128227066","Desigualdade alta","-0.278311219903722","Médio-alta","-1.09521645031501","Desigualdade extrema"
"3121258","Delta","MG","-0.675863674125845","Média","-0.641985413831733","Desigualdade alta","-0.996722237794484","Média","-0.43641921081134","Desigualdade"
"3121308","Descoberto","MG","-0.250878569887678","Alta","-1.26501386031018","Desigualdade extrema","-0.346741514519451","Médio-alta","-1.25140600795464","Desigualdade extrema"
"3121407","Desterro de Entre Rios","MG","-0.317880795275048","Médio-alta","-0.774006034497923","Desigualdade alta","-0.348285635293151","Médio-alta","-0.000807103194844609","Equidade"
"3121506","Desterro do Melo","MG","-0.344377075704427","Médio-alta","-1.1345678224531","Desigualdade extrema","-0.382878139429128","Médio-alta","-0.671454936454739","Desigualdade alta"
"3121605","Diamantina","MG","-0.243152217474541","Alta","-0.170823177806784","Desigualdade","-0.361671464619787","Médio-alta","-0.0584567799011715","Desigualdade"
"3121704","Diogo de Vasconcelos","MG","-0.681080013222496","Média","-0.797136709300128","Desigualdade alta","-0.527565122743359","Médio-alta","-0.443856406598582","Desigualdade"
"3121803","Dionísio","MG","-0.345778488609027","Médio-alta","-0.84959823191849","Desigualdade alta","-0.501301787683094","Médio-alta","-1.12894559979223","Desigualdade extrema"
"3121902","Divinésia","MG","-0.464859079535217","Médio-alta","-0.00162794925336836","Desigualdade","-0.41564749620273","Médio-alta","-1.19208122768131","Desigualdade extrema"
"3122009","Divino","MG","-0.396768613728748","Médio-alta","-0.88072065290375","Desigualdade alta","-0.473675497488526","Médio-alta","-1.08798105441164","Desigualdade extrema"
"3122108","Divino das Laranjeiras","MG","-0.664209196739869","Média","-0.906152073318031","Desigualdade extrema","-0.660301124488747","Média","-0.0635456374259601","Desigualdade"
"3122207","Divinolândia de Minas","MG","-0.267197638619142","Alta","-0.930982044211846","Desigualdade extrema","-0.317256504977942","Médio-alta","-1.05994522951978","Desigualdade extrema"
"3122306","Divinópolis","MG","-0.0604907273321738","Alta","-0.146844359574223","Desigualdade","-0.132190222268747","Alta","-0.194822535349944","Desigualdade"
"3122355","Divisa Alegre","MG","-0.61003883647773","Média","-0.0000135830336870016","Equidade","-0.699994019145623","Média","-5.5244008856037e-7","Equidade"
"3122405","Divisa Nova","MG","-0.395904638617722","Médio-alta","-0.385243605993912","Desigualdade","-0.386541904006288","Médio-alta","-0.968009949342539","Desigualdade extrema"
"3122454","Divisópolis","MG","-0.372227801531978","Médio-alta","0.00000370788490517958","Equidade","-0.568265873807803","Médio-alta","0.0000906481876150149","Equidade"
"3122470","Dom Bosco","MG","-0.517367626524279","Médio-alta","-0.00290445079003958","Desigualdade","-0.544938760762197","Médio-alta","-0.533319996957946","Desigualdade"
"3122504","Dom Cavati","MG","-0.33356146285157","Médio-alta","-0.701829631685313","Desigualdade alta","-0.58204287423997","Médio-alta","-0.882675702241295","Desigualdade alta"
"3122603","Dom Joaquim","MG","-0.569808860824354","Médio-alta","-0.00123955870359854","Equidade","-0.587690087046963","Médio-alta","-1.034139608351","Desigualdade extrema"
"3122702","Dom Silvério","MG","-0.189171357739798","Alta","-1.02266079712775","Desigualdade extrema","0.305992356017946","Alta","-1.22279634218729","Desigualdade extrema"
"3122801","Dom Viçoso","MG","-0.789832254934517","Média","-0.705515699047379","Desigualdade alta","-1.05829406220132","Média","-0.65413738166988","Desigualdade alta"
"3122900","Dona Euzébia","MG","-0.258219425840055","Alta","-0.00236839519280827","Desigualdade","-0.220316725312758","Alta","-0.811459807564721","Desigualdade alta"
"3123007","Dores de Campos","MG","-0.125316954364966","Alta","-0.986612021133561","Desigualdade extrema","-0.240149013775619","Alta","-0.708001309429008","Desigualdade alta"
"3123106","Dores de Guanhães","MG","-0.362958254395276","Médio-alta","-4.4874875507863e-7","Equidade","-0.336693777691836","Médio-alta","-0.565224017378277","Desigualdade alta"
"3123205","Dores do Indaiá","MG","-0.157976397756009","Alta","-1.14437198780468","Desigualdade extrema","-0.258144728383097","Alta","-1.03397710342107","Desigualdade extrema"
"3123304","Dores do Turvo","MG","-0.227962468181371","Alta","-1.23001438159361","Desigualdade extrema","-0.316398255046612","Médio-alta","-0.806794312486099","Desigualdade alta"
"3123403","Doresópolis","MG","-0.517158556106364","Médio-alta","-0.0000015352018061852","Equidade","-0.822677632758261","Média","0.000571325064168605","Equidade"
"3123502","Douradoquara","MG","-0.511640499691272","Médio-alta","0.0000882078071907711","Equidade","-0.517485943652258","Médio-alta","-0.00154591183504289","Desigualdade"
"3123528","Durandé","MG","-0.506602155200386","Médio-alta","-1.09630537447484","Desigualdade extrema","-0.668675612781448","Média","-0.638660512112403","Desigualdade alta"
"3123601","Elói Mendes","MG","-0.204525382971205","Alta","-0.468816329114162","Desigualdade","-0.313713754369125","Médio-alta","-0.714240331066294","Desigualdade alta"
"3123700","Engenheiro Caldas","MG","-0.477331110790731","Médio-alta","-0.94239825124659","Desigualdade extrema","-0.526712334668558","Médio-alta","-0.835410868277822","Desigualdade alta"
"3123809","Engenheiro Navarro","MG","-0.503415620917306","Médio-alta","-1.07587336577584","Desigualdade extrema","-0.682612830481848","Média","-0.992387991375954","Desigualdade extrema"
"3123858","Entre Folhas","MG","-0.287381643736849","Médio-alta","-0.827361735680679","Desigualdade alta","-0.40480313003159","Médio-alta","-1.06117915375093","Desigualdade extrema"
"3123908","Entre Rios de Minas","MG","-0.177141871080955","Alta","-0.797464799941607","Desigualdade alta","-0.192031659753971","Alta","-0.921972244131128","Desigualdade alta"
"3124005","Ervália","MG","-0.177512239407654","Alta","-1.18241075047131","Desigualdade extrema","-0.282506221398907","Médio-alta","-1.2142779034682","Desigualdade extrema"
"3124104","Esmeraldas","MG","-0.412608043355109","Médio-alta","-0.0416986288194594","Desigualdade","-0.634003026110012","Média","-0.0778439904683917","Desigualdade"
"3124203","Espera Feliz","MG","-0.300445417543798","Médio-alta","-0.580454825235963","Desigualdade alta","-0.544962872995644","Médio-alta","-0.54046377770468","Desigualdade"
"3124302","Espinosa","MG","-0.292231508452743","Médio-alta","-0.326277434163634","Desigualdade","-0.406394671308038","Médio-alta","-0.492411959059198","Desigualdade"
"3124401","Espírito Santo do Dourado","MG","-0.312109076691064","Médio-alta","-0.572081530638814","Desigualdade alta","-0.413102347797526","Médio-alta","-0.00324760530663059","Desigualdade"
"3124500","Estiva","MG","-0.21179958016615","Alta","-0.944631759606377","Desigualdade extrema","-0.235176945651056","Alta","-0.546127452060377","Desigualdade"
"3124609","Estrela Dalva","MG","-0.510424164940658","Médio-alta","-0.00297466058639257","Desigualdade","-0.640891201951783","Média","-0.00273044118160956","Desigualdade"
"3124708","Estrela do Indaiá","MG","-0.9679358864861","Média","0.00142877063272319","Equidade","-1.51236433044129","Baixa","-1.02105167399049","Desigualdade extrema"
"3124807","Estrela do Sul","MG","-0.345644166129803","Médio-alta","-0.944131129310843","Desigualdade extrema","-0.40182325508134","Médio-alta","-0.885165941396232","Desigualdade alta"
"3124906","Eugenópolis","MG","-0.343413523939283","Médio-alta","-0.540759969713295","Desigualdade alta","-0.382092753386824","Médio-alta","-0.895734105767616","Desigualdade alta"
"3125002","Ewbank da Câmara","MG","-0.614725703932254","Média","-1.03852120214288","Desigualdade extrema","-0.850604651109775","Média","-0.00480158510286643","Desigualdade"
"3125101","Extrema","MG","-0.193702915937516","Alta","-0.542780590780693","Desigualdade alta","-0.171738478157702","Alta","-0.534623632750317","Desigualdade"
"3125200","Fama","MG","-0.512930397100993","Médio-alta","-0.00132447496061393","Equidade","-0.886349565508304","Média","-0.713662986747846","Desigualdade alta"
"3125309","Faria Lemos","MG","-0.666451923757234","Média","-1.25079101359115","Desigualdade extrema","-0.740585885694897","Média","-1.1012921028387","Desigualdade extrema"
"3125408","Felício dos Santos","MG","-0.434089066112182","Médio-alta","-0.00379848238466976","Desigualdade","-0.321088986825074","Médio-alta","-0.795740588824806","Desigualdade alta"
"3125507","São Gonçalo do Rio Preto","MG","-0.672671373778216","Média","-0.00535720202228578","Desigualdade","-0.735217848199134","Média","-0.86190212253449","Desigualdade alta"
"3125606","Felisburgo","MG","-0.528034386178454","Médio-alta","-0.000201947128514804","Equidade","-0.599491631416632","Médio-alta","0.000841875588455382","Equidade"
"3125705","Felixlândia","MG","-0.325462241810117","Médio-alta","-0.476826052502862","Desigualdade","-0.614595130121362","Média","-0.829945005648403","Desigualdade alta"
"3125804","Fernandes Tourinho","MG","-0.446240046954359","Médio-alta","-0.684506207682814","Desigualdade alta","-0.476686627080358","Médio-alta","-0.85484038276307","Desigualdade alta"
"3125903","Ferros","MG","-0.502884204665066","Médio-alta","-0.0018471914605218","Desigualdade","-0.587817158276369","Médio-alta","-0.00366852648181677","Desigualdade"
"3125952","Fervedouro","MG","-0.4866860891287","Médio-alta","-0.359415895797224","Desigualdade","-0.609784980090191","Média","-0.651706846067756","Desigualdade alta"
"3126000","Florestal","MG","-0.146582650435136","Alta","-0.694093310921964","Desigualdade alta","-0.198905615363176","Alta","-0.538024588181931","Desigualdade"
"3126109","Formiga","MG","-0.0703844040288534","Alta","-0.327267023648275","Desigualdade","-0.167444636695055","Alta","-0.32704806108576","Desigualdade"
"3126208","Formoso","MG","-0.441765826543453","Médio-alta","-0.0010406848179646","Equidade","-0.608265505880394","Média","0.0000866401785166445","Equidade"
"3126307","Fortaleza de Minas","MG","-0.29398416777877","Médio-alta","-0.454156732744537","Desigualdade","-0.331963233385964","Médio-alta","-0.782872960622309","Desigualdade alta"
"3126406","Fortuna de Minas","MG","-0.331429527205069","Médio-alta","-0.140817103180208","Desigualdade","-0.513719262382956","Médio-alta","0.000257043700500378","Equidade"
"3126505","Francisco Badaró","MG","-0.54539226183377","Médio-alta","0.744909347833322","Situações atípicas","-0.39688841148807","Médio-alta","-0.00275765325930346","Desigualdade"
"3126604","Francisco Dumont","MG","-0.633654202587089","Média","-1.24226173861787","Desigualdade extrema","-0.756250857648429","Média","-0.6253795202322","Desigualdade alta"
"3126703","Francisco Sá","MG","-0.489193369602288","Médio-alta","-0.0000414402159758213","Equidade","-0.650041592024312","Média","-0.317005563625959","Desigualdade"
"3126752","Franciscópolis","MG","-0.429545386328336","Médio-alta","-0.00421528945691911","Desigualdade","-0.611429879058734","Média","-0.801979453149225","Desigualdade alta"
"3126802","Frei Gaspar","MG","-0.564172030786957","Médio-alta","-0.799080191332874","Desigualdade alta","-0.585867755985813","Médio-alta","-0.53099639721969","Desigualdade"
"3126901","Frei Inocêncio","MG","-0.503951742797396","Médio-alta","-0.552604638680453","Desigualdade alta","-0.515273682540526","Médio-alta","-1.07971505373429","Desigualdade extrema"
"3126950","Frei Lagonegro","MG","-0.785272680257482","Média","-1.56302022804484","Desigualdade extrema","-0.781894811692926","Média","-0.000300460210446212","Equidade"
"3127008","Fronteira","MG","-0.317043886836084","Médio-alta","-0.611842451096792","Desigualdade alta","-0.566438988312056","Médio-alta","-0.481265324082442","Desigualdade"
"3127057","Fronteira dos Vales","MG","-0.867222433035246","Média","-0.00262964011396917","Desigualdade","-1.32135753252336","Médio-baixa","-0.565342296903509","Desigualdade alta"
"3127073","Fruta de Leite","MG","-0.766544314787513","Média","-0.0000107828939050707","Equidade","-0.996711829495243","Média","-0.0010720287228047","Equidade"
"3127107","Frutal","MG","-0.214372968394971","Alta","-0.310692948574275","Desigualdade","-0.404231953662658","Médio-alta","-0.334642669054504","Desigualdade"
"3127206","Funilândia","MG","-0.43800137196591","Médio-alta","0.00000597489611619158","Equidade","-0.396936078923294","Médio-alta","0.0000244969671266813","Equidade"
"3127305","Galiléia","MG","-0.46100540259861","Médio-alta","0.00000104687856286224","Equidade","-0.678877338702744","Média","0.000876372500328149","Equidade"
"3127339","Gameleiras","MG","-0.957524337665156","Média","-0.00124411724719831","Equidade","-1.10896869012737","Médio-baixa","-0.00056113933809805","Equidade"
"3127354","Glaucilândia","MG","-0.817648783364732","Média","-0.00301408842345453","Desigualdade","-0.846632666004006","Média","-0.913573531842223","Desigualdade alta"
"3127370","Goiabeira","MG","-0.576924073234456","Médio-alta","-0.000615770881427017","Equidade","-0.621328697232468","Média","-0.500085573682446","Desigualdade"
"3127388","Goianá","MG","-0.3096486221203","Médio-alta","-0.00160796148719299","Desigualdade","-0.388696835850648","Médio-alta","-1.33984926462623","Desigualdade extrema"
"3127404","Gonçalves","MG","-0.250956365559014","Alta","-0.543851860049684","Desigualdade alta","0.264573966730056","Alta","-1.33512543785224","Desigualdade extrema"
